AA0072	Info	Readability	False	The name of variables and parameters must be suffixed with the type or object name.	The name of {0} is not valid. The name of variables and parameters must be suffixed with the type or object name.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0073	Warning	Readability	True	The name of temporary variable must be prefixed with Temp.	The name of temporary variable '{0}' must be prefixed with Temp.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0074	Warning	Readability	True	TextConst and Label variable names should have an approved suffix.	Variable '{0}' must have a suffix from this list: Msg, Tok, Err, Qst, Lbl, Txt.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0087	Warning	Design	True	Lowering permissions should only be used in tests	Do only lower permissions inside procedures of type test.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0100	Warning	Design	True	Do not have identifiers with quotes in the name.	Do not have identifiers with quotes in the name.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0101	Warning	Design	True	Use camel case property values in pages of type API.	For pages of the type API the value of properties APIPublisher, APIGroup, EntityName, and EntitySetName should be camel-cased.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0102	Warning	Design	True	Use camel case name for field controls in pages of type API.	Field controls in pages of type API should have a camel case name.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0103	Warning	Design	True	Use camel case property values in queries of type API.	For queries of the type API the value of properties APIPublisher, APIGroup, EntityName, and EntitySetName should be camel-cased.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0104	Warning	Design	True	Use camel case name for column controls in queries of type API.	Column controls in queries of type API should have a camel case name.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0105	Error	Design	True	PagePart controls must not refer to parent pages.	PagePart controls must not refer to parent pages.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0106	Error	Design	True	A page of type API can only refer to the same subpage once.	A page of type API can only refer to the same subpage once.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0131	Warning	Design	True	String parameters must match placeholders.	The number of parameters passed to a string must match the placeholders.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0136	Warning	Design	True	Do not write code that will never be hit.	Unreachable code detected.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0137	Warning	Design	True	Do not declare variables that are unused.	Variable '{0}' is unused in '{1}'.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0139	Warning	Design	True	Do not assign a text  to a target with smaller size.	Possible overflow assigning '{0}' to '{1}'.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0150	Warning	Design	True	Do not declare parameters by reference if their values are never changed.	Parameter '{0}' is declared by reference but never changed in method '{1}'.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0161	Warning	Design	True	Only use AssertError in Test Codeunits.	Only use AssertError in Test Codeunits.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0175	Warning	Design	True	Only find record if you need to use it.	Variable '{0}' queries the database in '{1}' but does not use the queried record. Only find or get record if you need to access the values. Consider using ISEMPTY.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0181	Warning	Design	True	The FindSet() or Find() methods must be used only in connection with the Next() method.	The FindSet() or Find() method on the record '{0}' must be used only in connection with the Next() method.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0189	Warning	Design	True	Only use a correct values of ApplicationArea.	Value '{0}' found on control {1} {2}. Valid values are {3}.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0194	Warning	Design	True	Only write actions that have an effect.	Remember to specify either the 'OnAction' trigger or the 'RunObject' property on an action.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0198	Warning	Design	True	Do not use identical names for local and global variables.	The name of the local variable '{0}' is identical to a global variable.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0199	Warning	Design	True	Use only a correct order for ApplicationArea.	Value '{0}' found on control {1} {2}. Incorrect order, expected order is: {3}.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0200	Warning	Design	True	When ApplicationArea is set to 'All', no other values for ApplicationArea should be specified.	Value '{0}' found on control {1} {2}. When ApplicationArea is set to 'All', no other values for ApplicationArea should be specified.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0201	Warning	Design	True	When ApplicationArea is set to 'Basic', you must also specify 'Suite'.	Value '{0}' found on control {1} {2}. When ApplicationArea is set to 'Basic', you must also specify 'Suite'.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0202	Warning	Design	True	To avoid confusion, do not give local variables the same name as fields, methods, or actions in the same scope.	The name of the local variable '{0}' is identical to a field, method, or action in the same scope.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0203	Warning	Design	True	To avoid confusion, do not give methods the same name as fields or actions in the same scope.	The name of the method '{0}' is identical to a field or action in the same scope.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0204	Warning	Design	True	To avoid confusion, do not give global variables the same name as fields, methods, or actions in the same scope.	The name of the global variable '{0}' is identical to a field, method, or action in the same scope.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0205	Warning	Design	True	Variables must be initialized before usage.	Use of unassigned variable '{0}'.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0206	Warning	Design	True	The value assigned to a variable must be used.	The variable '{0}' is initialized but not used.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0207	Warning	Design	True	The EventSubscriber method must be local.	The EventSubscriber method {0} must be local.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0210	Info	Design	True	Avoid non-indexed fields into filtering.	The table {0} does not contain a key with the field {1}.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0211	Warning	Design	True	Avoids a runtime error from using CalcFields on a field that is not a FlowField or a field of type Blob.	The CalcFields method should only be used with FlowFields or fields of type Blob. The field {0} is not a FlowField or of type Blob.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0213	Warning	Design	True	Obsoleted object must have a state 'Pending' or 'Removed' and a justification specifying why this field is being obsoleted.	The {0} {1} must have specified ObsoleteState and ObsoleteReason.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0214	Warning	Design	True	The local record should be modified before saving to the database.	The record {0} should be modified before saving to the database.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0215	Warning	Readability	True	Follow [the style guide](https://learn.microsoft.com/dynamics365/business-central/dev-itpro/compliance/apptest-bestpracticesforalcode#file-naming) about the best practices for naming.	The file {0} has an incorrect name. The valid name is {1}.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0216	Warning	Localizability	True	Use a text constant for passing user messages and errors without concatenations.	Use a text constant for passing user messages and errors without concatenations.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0217	Warning	Localizability	True	Use a text constant or label for format string in StrSubstNo.	Use a text constant or label for format string in StrSubstNo.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0218	Warning	Localizability	True	You must write a tooltip in the Tooltip property for all controls of type Action and Field that exist on page objects.	The Tooltip property for {0} {1} must be filled.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0219	Info	Localizability	False	The Tooltip property of Fields should start with 'Specifies'.	The Tooltip property for {0} {1} should start with 'Specifies'.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0220	Warning	Localizability	True	The value of the Tooltip property of Fields must be filled.	The value of the {0} Tooltip property for {1} {2} must be filled.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0221	Warning	Localizability	True	You must specify a OptionCaption property for all fields which source expressions is not a table field.	The OptionCaption property for {0} {1} must be filled in.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0222	Warning	Design	True	SIFT index should not be used on primary or unique key.	SIFT index should not be used on key {0}.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0223	Warning	Localizability	True	The value of the OptionCaption property of Fields must be filled in.	The value of the {0} OptionCaption property for {1} {2} must be filled in.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0224	Warning	Localizability	True	The count of option captions specified in the OptionCaption property is wrong.	The count of option captions specified in the OptionCaption property for {0} {1} is wrong.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0225	Warning	Localizability	True	You must specify a caption in the Caption property for Fields that exist on page objects.	The Caption property for {0} {1} must be filled in.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0226	Warning	Localizability	True	The value of the Caption property of Fields must be filled in.	The value of the {0} Caption property for {1} {2} must be filled in.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0227	Warning	Design	True	Optional return value should not be omitted in upgrade codeunits.	Optional return value of the method should not be omitted in upgrade codeunits.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0228	Warning	Design	True	The local method must be used; otherwise removed.	The local method '{0}' is declared but never used.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0230	Warning	Design	True	Version should not be specified for internal assemblies.	Version should not be specified for internal assembly '{0}'.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0231	Warning	Design	True	StrSubstNo or string concatenation must not be used as a parameter in the Error method.	Do not use the StrSubstNo or string concatenation as a parameter in the Error method.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0232	Info	Design	True	The FlowField of a table should be indexed.	The FlowField {0} of {1} should be added to the SIFT key.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0233	Warning	Design	True	Use Get(), FindFirst() and FindLast() without Next() method.	The '{0}' method on the record '{1}' must be used without the Next() method.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0234	Info	Localizability	False	You should write a tooltip in the Tooltip property for all fields on table objects.	The Tooltip property for {0} {1} should be filled in.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0235	Info	Design	True	When using 'OnInstallAppPerCompany' you should also add 'Company-Initialize'::'OnCompanyInitialize' event subscriber.	Codeunit '{0}' should contain the 'Company-Initialize'::'OnCompanyInitialize' event subscriber.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0237	Warning	Readability	True	The name of non-temporary variables must not be prefixed with Temp.	The name of non temporary variables '{0}' must not be prefixed with Temp.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0240	Warning	Design	True	Email and Phone No must not be present in any part of the source code.	The {0} '{1}' must not contain email addresses or phone numbers.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0241	Hidden	Readability	True	Use all lowercase letters for reserved language keywords.	You must use all lowercase letters for reserved keyword '{0}'.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0242	Warning	Design	True	Limit JIT loads by selecting all fields for load.	Field '{0}' is not selected for loading and accessing it may cause a JIT load.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0243	Warning	Design	True	Running an upgrade codeunit is not allowed.	Running a codeunit of subtype upgrade is not allowed.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0244	Warning	Design	True	Do not use identical names for parameters and global variables.	The name of the parameter '{0}' is identical to a global variable.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0245	Warning	Design	True	To avoid confusion, do not give parameters the same name as fields, methods, or actions in the same scope.	The name of the parameter '{0}' is identical to a field, method, or action in the same scope.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0246	Warning	Design	True	Suppressing all diagnostics is not allowed.	Suppressing all diagnostics is not allowed. Specify the diagnostic(s) that you want to suppress.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0247	Info	Design	True	Use namespaces.	Use namespaces to organize your code and isolate it from changes.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0248	Hidden	Readability	True	Add 'this' qualification to improve readability.	Add 'this' qualification.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0249	Warning	Design	True	PageField trigger is unused due to a property value.	Trigger {0} of PageField {1} is never invoked from the UI due to the value of property {2}.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0250	Warning	Design	True	External business event should have obsolete marker.	The {0} '{1}' is marked for obsoletion. Consider explicitly marking the external business event as obsolete if deprecation is intended by setting the display name to '{2}'.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0251	Error	Design	True	External business event with obsolete marker must have the obsolete attribute set.	The external business event '{0}' is marked for obsoletion. The method '{1}' must have the Obsolete attribute specified.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0252	Error	Design	True	Moving external business events to another app is not allowed.	Moving the external business event '{0}' to another app is not allowed as it can introduce breaking changes for external subscribers. Mark the event as obsolete prior to moving table '{1}'.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0448	Warning	Localizability	True	You must use the FieldCaption method instead of the FieldName method and TableCaption method instead of TableName method.	Use FieldCaption instead of FieldName and TableCaption instead of TableName in methods that display messages.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0462	Warning	Localizability	True	The CalcDate should only be used with DataFormula variables. Alternatively the string should be enclosed using the <> symbols.	The CalcDate should only be used with DataFormula variables. Alternatively the string should be enclosed using the <> symbols.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0470	Warning	Localizability	True	Placeholders should have a comment explaining their content.	Variable '{0}' with placeholders should have a comment explaining their content.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0471	Info	Localizability	False	Page control fields of type 'Decimal' must have the property AutoFormatType specified.	The AutoFormatType property for {0} {1} defined in {2} '{3}' must be filled.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0472	Info	Localizability	False	Page control fields having amount AutoFormatType defined must have the property AutoFormatExpression specified.	The AutoFormatExpression property for {0} {1} defined in {2} '{3}' must be filled.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0473	Info	Localizability	False	Table control fields of type 'Decimal' must have the property AutoFormatType specified.	The AutoFormatType property for {0} {1} defined in {2} '{3}' must be filled.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0474	Info	Localizability	False	Table control fields that have amount AutoFormatType defined, must have the property AutoFormatExpression specified.	The AutoFormatExpression property for {0} {1} defined in {2} '{3}' must be filled in.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0475	Error	Design	True	Truncate can only be used on normal tables without media fields and outside of try functions.	The Truncate method cannot be used in this context.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0476	Error	Design	True	The AI test configuration is not valid.	The AI test configuration is not valid. {0}.	Microsoft.Dynamics.Nav.CodeCop.dll
AA0477	Info	Readability	True	Unordered using statements	The using statements are not in a sorted order.	Microsoft.Dynamics.Nav.CodeCop.dll
AC0000	Info	Internal	True	Analyzer threw an unhandled exception	Analyzer '{0}' threw an exception of type '{1}': {2}	ALCops.ApplicationCop.dll
AC0001	Info	Design	True	DrillDownPageId and LookupPageId property must be defined for tables used in list pages	Table '{0}' is used in list page '{1}' but does not define both the DrillDownPageId and LookupPageId properties.	ALCops.ApplicationCop.dll
AC0002	Warning	Design	True	Single-field primary key requires the NotBlank property	NotBlank property should be set explicitly for tables with a single-field primary key.	ALCops.ApplicationCop.dll
AC0003	Warning	Design	True	Set NotBlank property to false when 'No. Series' TableRelation exists	The NotBlank property should be set to false (or removed) if a TableRelation of 'No. Series' is present on the table.	ALCops.ApplicationCop.dll
AC0004	Info	Design	True	Confirm() must be implemented through the "Confirm Management" codeunit	Confirm() must be implemented through the "Confirm Management" codeunit from the System Application.	ALCops.ApplicationCop.dll
AC0005	Info	Design	True	GlobalLanguage() must be implemented through the "Translation Helper" codeunit	GlobalLanguage() must be implemented through the "Translation Helper" codeunit from the Base Application.	ALCops.ApplicationCop.dll
AC0006	Warning	Design	True	Use the "Page Management" codeunit instead invoking Page.Run directly	Invoke pages through the "Page Management" codeunit instead of invoking Page.Run(...) directly for this record context.	ALCops.ApplicationCop.dll
AC0007	Warning	Design	True	Install and Upgrade codeunits should have Access set to Internal	Set Access property to Internal for Install and Upgrade codeunits.	ALCops.ApplicationCop.dll
AC0008	Info	Design	False	DataPerCompany must be explicitly set on table objects	The table object does not explicitly define the DataPerCompany property.	ALCops.ApplicationCop.dll
AC0009	Warning	Design	True	The Caption of permissionset objects should not exceed the maximum length	The Caption of permissionset objects should not exceed {0} characters. Use MaxLength={0} or Locked=true to ensure there are no translations that exceed this limit.	ALCops.ApplicationCop.dll
AC0010	Warning	Design	True	All application objects must be covered by a PermissionSet	The application object {0} '{1}' is not covered by any PermissionSet in this extension.	ALCops.ApplicationCop.dll
AC0011	Info	Design	True	Captions must be defined on user-facing objects and controls	A user-facing object or control is missing a Caption.	ALCops.ApplicationCop.dll
AC0012	Warning	Design	True	Integration events must not be declared in codeunits with Access set to Internal	Integration event '{0}' is declared in a codeunit with Access = Internal, making it inaccessible to extensions. Remove the Access property or declare the event as an InternalEvent.	ALCops.ApplicationCop.dll
AC0013	Info	Design	False	DropDown and Brick fieldgroups must be defined	Table '{0}' is missing the required '{1}' fieldgroup.	ALCops.ApplicationCop.dll
AC0014	Info	Design	True	ToolTip must end with a punctuation	ToolTip must end with one of the following punctuations: '{0}'.	ALCops.ApplicationCop.dll
AC0015	Info	Design	True	ToolTip should start with 'Specifies'	ToolTip should start with the verb 'Specifies'.	ALCops.ApplicationCop.dll
AC0016	Info	Design	True	Do not use line breaks in ToolTip	ToolTip text must not contain line breaks.	ALCops.ApplicationCop.dll
AC0017	Info	Design	True	ToolTip should not exceed 200 characters	ToolTip exceeds the recommended maximum length of 200 characters.	ALCops.ApplicationCop.dll
AC0018	Warning	Design	True	Empty captions should be locked	The Caption property is empty but not locked. Empty captions should be marked with Locked = true to prevent translation entries.	ALCops.ApplicationCop.dll
AC0019	Info	Design	True	Reserve Enum value zero (0) for empty value	Enum value '{0}' with ordinal 0 should have an empty Name and Caption.	ALCops.ApplicationCop.dll
AC0020	Warning	Design	True	Labels suffixed with Tok must be locked.	Label '{0}' is suffixed with 'Tok' but does not have the Locked property set to true.	ALCops.ApplicationCop.dll
AC0021	Info	Design	False	Locked Label must have a suffix Tok.	Label '{0}' has the Locked property set to true but is not suffixed with 'Tok'.	ALCops.ApplicationCop.dll
AC0022	Warning	Design	True	Empty Enum value should not have a Caption property specified.	The empty enum value defines a Caption, which will never be shown or used by the client	ALCops.ApplicationCop.dll
AC0023	Warning	Design	True	Enum value must have non-empty Caption to be selectable in the client.	The enum value '{0}' has an empty Caption and will not be shown or be selectable in the client.	ALCops.ApplicationCop.dll
AC0024	Warning	Design	True	Event publisher methods should not be public.	Event publisher method '{0}' should be declared as local or internal. Public event publishers can be called by external dependency apps and prevent future parameter extensions without introducing breaking changes.	ALCops.ApplicationCop.dll
AC0025	Info	Design	True	Use the (CR)LFSeparator from the "Type Helper" codeunit.	Use the (CR)LFSeparator from the "Type Helper" codeunit from the Base Application to define a line feed (LF) or carriage return (CR) variable.	ALCops.ApplicationCop.dll
AC0026	Info	Design	True	Explicitly set AllowInCustomizations for excluded fields	Field '{0}' is not exposed on any page and should explicitly define AllowInCustomizations.	ALCops.ApplicationCop.dll
AC0027	Info	Design	True	Use the 'Tok' suffix for token labels.	Label '{0}' represents a token but does not use the required 'Tok' suffix.	ALCops.ApplicationCop.dll
AC0028	Info	Design	True	Table field must define a ToolTip.	A value for the ToolTip property is missing for the table field '{0}' of page field '{1}'. Consider adding a ToolTip for table field '{0}' and/or removing the ToolTip from page field '{1}'.	ALCops.ApplicationCop.dll
AC0029	Info	Design	True	Duplicate ToolTip between page and table field.	The ToolTip property of page field '{0}'' and it's table field '{1}'' have the same value and therefore the page field's ToolTip can be removed.	ALCops.ApplicationCop.dll
AC0030	Info	Design	True	Use return value for better error handling	The return value of the '{0}' method must be used to improve error handling or provide meaningful feedback to the user.	ALCops.ApplicationCop.dll
AC0031	Info	Design	True	Table data access requires explicit object permissions	The object does not declare permission '{0}' for tabledata '{1}'	ALCops.ApplicationCop.dll
AC0032	Info	Design	True	Unused permission declared	Permission 'tabledata {0}' is declared but this object performs no database operations on table '{0}'.	ALCops.ApplicationCop.dll
AS0001	Error	Upgrade	True	Tables and table extensions that have been published must not be deleted.	The {0} with name '{1}' and ID '{2}' was found in the previous version, but is missing in the current extension. This might break the upgrade of existing installations.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0002	Error	Upgrade	True	Fields must not be deleted.	The field with name '{0}' and ID '{1}' was found in the previous version, but is missing in the current extension. This might break the upgrade of existing installations.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0003	Error	Upgrade	True	The previous version of the extension could not be found.	The version '{0}' of the extension with publisher '{1}', app id '{2}' and name '{3}' could not be found in the baseline package cache folder. If you do not want to validate breaking changes, remove the property 'version' from the AppSourceCop.json. If you are using a workspace with multiple projects, use the 'baselinePackageCachePath' property in the AppSourceCop.json.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0004	Error	Upgrade	True	Fields must not change type, since dependent extensions may break	Field '{0}' has changed type from '{1}' to '{2}'. Type changes are not allowed.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0005	Error	Upgrade	True	Fields must not change name	The field with ID '{0}' and name '{1}' has been renamed to '{2}'{3}. Name changes are not allowed because this might break upgrade of existing installations.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0006	Error	Upgrade	True	Tables that have been published must not change name.	The table with ID '{0}' and name '{1}' has been renamed to '{2}'. Name changes, including changing the casing, are not allowed because this will break upgrade of existing installations.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0007	Error	Upgrade	True	Objects that have been published must not change namespace.	The {0} with name '{1}' has been moved from namespace '{2}' to '{3}'. Namespace changes are not allowed because this will break upgrade of existing installations and dependent extensions.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0008	Error	Configuration	True	Defining reserved namespaces is not allowed.	The namespace '{0}' is reserved and must be renamed.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0009	Error	Upgrade	True	Key fields must not be changed	The field list for key '{0}' has changed from '{1}' to '{2}'. Changes to the field list on the primary key or on the clustered key are not allowed because this will break upgrade of existing installations.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0010	Error	Upgrade	True	Keys must not be deleted	The primary key '{0}' has changed from '{1}' to '{2}'. Name changes, including changing the casing, are not allowed because this will break upgrade of existing installations.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0011	Error	Extensibility	True	An affix is required	The identifier '{0}' must have at least one of the mandatory affixes '{1}'.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0013	Error	Extensibility	True	The field identifier must be within the allowed range	The field identifier '{0}' is not valid. It must be within the range '{1}', which is allocated to the application, and outside the range '{2}', which is allocated to per-tenant customizations.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0014	Error	Extensibility	True	The project manifest must contain the allocated identifier range	The project manifest must contain the allocated identifier range.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0015	Error	Extensibility	True	TranslationFile must be enabled.	The "TranslationFile" flag must be added to the "features" array in the app.json file.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0016	Error	Extensibility	True	Fields of field class 'Normal' must use the DataClassification property and its value should be different from ToBeClassified	Field with name '{0}' must use the DataClassification property and its value should be different from ToBeClassified.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0018	Error	Upgrade	True	A procedure belonging to the public API cannot be removed	Procedure '{0}' has been removed in '{1} {2}'. A procedure that belongs to the public API must not be removed as it will break dependent extensions calling this procedure.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0019	Error	Upgrade	True	Event attributes cannot be removed	An '{0}' attribute has been removed from '{1}'. This is not allowed because it will break dependent extensions that have subscribed to this event.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0020	Error	Upgrade	True	The type of events cannot be changed.	The event attribute cannot be changed from '{0}' to '{1}' on '{2}' because it might break dependent extensions.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0021	Error	Upgrade	True	An argument in an event attribute cannot be changed to false.	The argument '{0}' for the event attribute '{1}' on '{2}' must not be changed to false because it may break dependent extensions that have subscribed to this event.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0022	Error	Upgrade	True	An external scope cannot be removed	The external scope in '{0}' cannot be removed or changed to 'internal' because it will break dependent extensions. Note that adding an access modifier ('local', 'protected', or 'internal') overrides the argument in 'Scope'.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0023	Error	Upgrade	True	A return type cannot be modified in external procedures	The return type in '{0}' has changed from '{1}' to '{2}'. This will break dependent extensions.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0024	Error	Upgrade	True	Parameters cannot be removed or added in external procedures	The number of parameters in the external procedure '{0}' has changed from '{1}' to '{2}'. This will break dependent extensions.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0025	Error	Upgrade	True	Parameters cannot be modified, renamed, or removed from events.	The signature of the event '{0}' has changed from '{1}' to '{2}'. This will break dependent extensions subscribing to this event.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0026	Error	Upgrade	True	The type and subtype of parameters cannot be modified in events and external procedures	The type or subtype of '{0}' has been modified from '{1}' to '{2}'. This is not allowed in events and external procedures because it will break dependent extensions.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0027	Error	Upgrade	True	Modifying the array size of a parameter in events and external procedures is not allowed	The array size of a parameter in '{0}' has been modified, this should be avoided in events and external procedures.	Microsoft.Dynamics.Nav.AppSourceCop.dll
AS0028	Error	Upgrade	True	Reducing the array size of a parameter in events and external procedures is not allowed	The array size of a parameter in '{0}' has been reduced, this should be avoided in events and external procedures.	Microsoft.Dynamics.Nav.AppSourceCop.dll
